context_id,text
github 184,"v_explicit
  = sp ( ""vers"" ( ""ekre"" / ""ek"" / abbrev? ) ) ![a-z] sp
    { return {""type"": ""v_explicit""} }

cv_sep
  = sp ("":""+ / ""."" !(sp ""."" sp ""."") ) sp

cv_sep_weak
  = sp [""'] sp / space

/* The opening regexp is overwritten during post-processing to allow flexibility on including the comma. */
sequence_sep
  = ([,;/:&\-\u2013\u2014~] / ""."" !(sp ""."" sp ""."") / [ée]i ""s"" / ""v"" [öo]i / ""vagy"" / space)+
    { return """" }

range_sep
  = sp ([\-\u2013\u2014] sp / ""k"" [öo]i ""v"" sp )+

title
  = (cv_sep / sequence_sep)? val:""c"" [íi]i ""m""
    { return {type:""title"", value: [val], ""indices"": [peg$savedPos, peg$currPos - 1]} }

in_book_of
  = sp (""from"" / ""of"" / ""in"") sp (""the"" sp ""book"" sp ""of"" sp)?

abbrev
  = sp ""."" !(sp ""."" sp ""."")

/* EU-style separators, where "","" is a cv separator and ""."" is a sequence separator. The sequence is post-processed into the grammar rather than specified here. */
eu_cv_sep
  = sp "","" sp

/* Translations */
// Prevents a reference entirely enclosed in parentheses from incorrectly grabbing the closing parenthesis of the reference rather than just the closing parenthesis of the translation.
translation_sequence_enclosed
  = sp [\(\[] sp val:(translation (sequence_sep translation)*) sp [\)\]]
    { return {""type"": ""translation_sequence"", ""value"": val, ""indices"": [peg$savedPos, peg$currPos - 1]} }

translation_sequence
  = sp ("","" sp)? val:(translation (sequence_sep translation)*)
    { return {""type"": ""translation_sequence"", ""value"": val, ""indices"": [peg$savedPos,"
github 197,"        // 1st Pass        
        // step through the input string and convert it into 
        // a logical sequence of steps, key, and charcodes to apply to the inputs
        var codes = parseCodes(value, settings.keyCodes[settings.keyBoard]);

        // 2nd Pass
        // Run the translated codes against each input through a realistic
        // and cancelable series of key down/press/up events        
        return this.each(function(){ triggerCodesOnField(codes, $(this), settings.delay, settings.global); });
    };
    
    $.fn.autotype.defaults = {
        version: '0.5.0',
        keyBoard: 'enUs',
        delay: 0,
        global: window,
        keyCodes: {
            enUs: { 'back':8,'ins':45,'del':46,'enter':13,'shift':16,'ctrl':17,'meta':224,
                'alt':18,'pause':19,'caps':20,'esc':27,'pgup':33,'pgdn':34,
                'end':35,'home':36,'left':37,'up':38,'right':39,'down':40,
                'printscr':44,'num0':96,'num1':97,'num2':98,'num3':99,'num4':100,
                'num5':101,'num6':102,'num7':103,'num8':104,'num9':105,
                'multiply':106,'add':107,'subtract':109,'decimal':110,
                'divide':111,'f1':112,'f2':113,'f3':114,'f4':115,'f5':116,
                'f6':117,'f7':118,'f8':119,'f9':120,'f10':121,'f11':122,
                'f12':123,'numlock':144,'scrolllock':145,'   ':9,' ':32,
                'tab':9,'space':32,'0':48,'1':49,'2':50,'3':51,'4':52,
                '5':53,'6':54,'7':55,'8':56,'9':57,')':48,'!':49,'@':50,
                '"
github 210,"	err = -ENOMEM;
	wh = kmalloc(sizeof(*wh) + nlen, GFP_NOFS);
	if (unlikely(!wh))
		goto out;

	err = 0;
	wh->wh_bindex = bindex;
	if (shwh)
		au_shwh_init_wh(wh, ino, d_type);
	str = &wh->wh_str;
	str->len = nlen;
	memcpy(str->name, name, nlen);
	hlist_add_head(&wh->wh_hash, au_name_hash(whlist, name, nlen));
	/* smp_mb(); */

out:
	return err;
}

static int append_deblk(struct au_vdir *vdir)
{
	int err;
	unsigned long ul;
	const unsigned int deblk_sz = vdir->vd_deblk_sz;
	union au_vdir_deblk_p p, deblk_end;
	unsigned char **o;

	err = -ENOMEM;
	o = au_krealloc(vdir->vd_deblk, sizeof(*o) * (vdir->vd_nblk + 1),
			GFP_NOFS, /*may_shrink*/0);
	if (unlikely(!o))
		goto out;

	vdir->vd_deblk = o;
	p.deblk = kmalloc(deblk_sz, GFP_NOFS);
	if (p.deblk) {
		ul = vdir->vd_nblk++;
		vdir->vd_deblk[ul] = p.deblk;
		vdir->vd_last.ul = ul;
		vdir->vd_last.p.deblk = p.deblk;
		deblk_end.deblk = p.deblk + deblk_sz;
		err = set_deblk_end(&p, &deblk_end);
	}

out:
	return err;
}

static int append_de(struct au_vdir *vdir, char *name, int nlen, ino_t ino,
		     unsigned int d_type"
github 223,"set testdir [file dirname $argv0]
source $testdir/tester.tcl

db eval {
  CREATE TABLE t1(a, b);
  INSERT INTO t1 VALUES(1, 'one');
  INSERT INTO t1 VALUES(2, 'two');
  INSERT INTO t1 VALUES(3, 'three');
}

set kwlist {
  abort
  after
  analyze
  asc
  attach
  before
  begin
  by
  cascade
  cast
  column
  conflict
  current_date
  current_time
  current_timestamp
  database
  deferred
  desc
  detach
  end
  each
  exclusive
  explain
  fail
  for
  glob
  if
  ignore
  immediate
  initially
  instead
  key
  like
  match
  of
  offset
  plan
  pragma
  query
  raise
  recursive
  regexp
  reindex
  release
  rename
  replace
  restrict
  rollback
  row
  savepoint
  temp
  temporary
  trigger
  vacuum
  view
  virtual
  with
  without
};
set exprkw {
  cast
  current_date
  current_time
  current_timestamp
  raise
}
foreach kw $kwlist {  
  do_test keyword1-$kw.1 {
    if {$kw==""if""} {
      db eval ""CREATE TABLE \""$kw\""($kw $kw)""
    } else {
      db eval ""CREATE TABLE ${kw}($kw $kw)""
    }
    db eval ""INSERT INTO $kw VALUES(99)""
    db eval ""INSERT INTO $kw SELECT a FROM t1""
    if {[lsearch $exprkw $kw]<0} {
      db eval ""SELECT * FROM $kw ORDER BY $kw ASC""
    } else {
      db eval ""SELECT * FROM $kw ORDER BY \""$kw\"" ASC""
    }
  } {1 2 3 99}
  do_test keyword1-$kw.2 {
    if {$kw==""if""} {
      db eval ""DROP TABLE \""$kw\"
github 236,"<div class=""ttc"" id=""qio_8c_html_ad2b7b0e9eb6e217a36422de18570b4e3""><div class=""ttname""><a href=""qio_8c.html#ad2b7b0e9eb6e217a36422de18570b4e3"">qio_printf</a></div><div class=""ttdeci"">ssize_t qio_printf(int fd, int timeoutms, const char *format,...)</div><div class=""ttdoc"">Formatted output to a file descriptor. </div><div class=""ttdef""><b>Definition:</b> <a href=""qio_8c_source.html#l00325"">qio.c:325</a></div></div>
<div class=""ttc"" id=""qio_8c_html_ab7ce64cc8cd837de47c91d1bdcb17cf5""><div class=""ttname""><a href=""qio_8c.html#ab7ce64cc8cd837de47c91d1bdcb17cf5"">qio_gets</a></div><div class=""ttdeci"">ssize_t qio_gets(int fd, char *buf, size_t bufsize, int timeoutms)</div><div class=""ttdoc"">Read a line from a file descriptor into the buffer pointed to until either a terminating newline or E...</div><div class=""ttdef""><b>Definition:</b> <a href=""qio_8c_source.html#l00257"">qio.c:257</a></div></div>
<div class=""ttc"" id=""qio_8c_html_a2c00200ce1766b2b81dafd9b9f20f6d0""><div class=""ttname""><a href=""qio_8c.html#a2c00200ce1766b2b81dafd9b9f20f6d0"">qio_puts</a></div><div class=""ttdeci"">ssize_t qio_puts(int fd, const char *str, int timeoutms)</div><div class=""ttdoc"">Writes the string and a trailing new"
github 249,"	// Clones a new service
	CloneService(request ServiceCloneRequest, serviceID *string) error

	// Deploy a new service
	DeployService(svc ServiceDeploymentRequest, serviceID *string) error

	// Update an existing service
	UpdateService(svc service.Service, _ *int) error

	// Migrate a service definition
	MigrateServices(request ServiceMigrationRequest, _ *int) error

	// Remove a service definition
	RemoveService(serviceID string, _ *int) error

	// Get a service from serviced
	GetService(serviceID string, svc *service.Service) error

	// Find a child service with the given name
	FindChildService(request FindChildRequest, svc *service.Service) error

	// Assign IP addresses to all services at and below the provided service
	AssignIPs(assignmentRequest addressassignment.AssignmentRequest, _ *int) (err error)

	// Get a list of tenant IDs
	GetTenantIDs(_ struct{}, tenantIDs *[]string) error

	//---------------------------------------------------------------------------
	//ServiceState CRUD

	// Schedule the given service to start
	StartService(request ScheduleServiceRequest, affected *int) error

	// Schedule the given service to restart
	RestartService(request ScheduleServiceRequest, affected *int) error

	// Schedule the given service to rebalance
	RebalanceService(request ScheduleServiceRequest, affected *int) error

	// Schedule the given service to stop
	StopService(request ScheduleServiceRequest, affected *int) error

	// Schedule the given service to pause
	PauseService(request ScheduleServiceRequest, affected *int) error

	// Stop a running instance of a service
	StopRunningInstance(request HostServiceRequest, _ *int) error

	// Wait for a particular service state
	WaitService(request WaitServiceRequest, _ *int) error

	// Computes the status of the service based on its service instances
	GetServiceStatus(serviceID string, status *[]service.Instance) error

	// Get logs for the given app
	GetServiceLogs(serviceID string, logs *string) error

	// Get logs for the given app
	GetServiceStateLogs(request ServiceStateRequest, logs *"
github 262,"input_driver = ""xinput""
input_device = ""Controller (Xbox One For Windows)""
input_device_display_name = ""XBOX One Controller""

input_vendor_id = ""1118""
input_product_id = ""767""

input_b_btn = ""0""
input_y_btn = ""2""
input_select_btn = ""7""
input_start_btn = ""6""
input_up_btn = ""h0up""
input_down_btn = ""h0down""
input_left_btn = ""h0left""
input_right_btn = ""h0right""
input_a_btn = ""1""
input_x_btn = ""3""
input_l_btn = ""4""
input_r_btn = ""5""
input_l2_axis = ""+4""
input_r2_axis = ""+5""
input_l3_btn = ""8""
input_r3_btn = ""9""
input_l_x_plus_axis = ""+0""
input_l_x_minus_axis = ""-0""
input_l_y_plus_axis = ""-1""
input_l_y_minus_axis = ""+1""
input_r_x_plus_axis = ""+2""
input_r_x_minus_axis = ""-2""
input_r_y_plus_axis = ""-3""
input_r_y_minus_axis = ""+3""
input_menu_toggle_btn = ""10""

input_b_btn_label = ""A""
input_y_btn_label = ""X""
input_select_btn_label = ""View""
input_start_btn_label = ""Menu""
input_up_btn_label = ""D-Pad Up""
input_down_btn_label = ""D-Pad Down""
input_left_btn_label = ""D-Pad Left""
input_right_btn_label = ""D-Pad Right""
input_a_btn_label = ""B""
input_x_btn_label = ""Y""
input_l_btn_label = ""Left Bumper""
input_r_btn_label ="
github 275,"  var controller = {}

  controller.listaContatos = function(req, res) {
    
    Contato.find().populate('emergencia').exec()
    .then(
      function(contatos) {
         res.json(contatos); 
       },
       function(erro) {
         console.error(erro)
         res.status(500).json(erro);
       } 
    );    
  };
  
  controller.obtemContato = function(req, res) {

    var _id = req.params.id;
    Contato.findById(_id).exec()
    .then(
      function(contato) {
        if (!contato) throw new Error(""Contato não encontrado"");
        res.json(contato)     
      }, 
      function(erro) {
        console.log(erro);
        res.status(404).json(erro)
      }
    );    
  };

  controller.removeContato = function(req, res) { 

    var _id = sanitize(req.params.id);

    Contato.remove({""_id"" : _id}).exec()
    .then(
      function() {
        res.end();  
      }, 
      function(erro) {
        return console.error(erro);
      }
    );
  };

  controller.salvaContato = function(req, res) {

    var _id = req.body._id;

    var dados = { 
      ""nome"" : req.body.nome, 
      ""email"" : req.body.email, 
      ""emergencia"" : req.body.emergencia || null
    };

    if(_id) {
     Contato.findByIdAndUpdate(_id, dados).exec()
     .then(
      function(contato) {
        res.json(contato);
      }, 
      function(erro) {
        console.error(erro)
        res.status(500).json(erro);
      }
     );
    } else {
      Contato.create(dados)
      .then(
        function(contato)"
github 288,"	this.SetMessage = function (message) { 
		this.message = message; 
		this.background.style.display = ""inline"";
		this.logoImage.style.display = ""inline"";
		this.progressFrame.style.display = ""none"";
		this.progressBar.style.display = ""none"";			
		this.Update();
	}

	this.Clear = function() {
		this.background.style.display = ""none"";
		this.logoImage.style.display = ""none"";
		this.progressFrame.style.display = ""none"";
		this.progressBar.style.display = ""none"";
	}

	this.Update = function() {
		this.background.style.top = this.dom.offsetTop + 'px';
		this.background.style.left = this.dom.offsetLeft + 'px';
		this.background.style.width = this.dom.offsetWidth + 'px';
		this.background.style.height = this.dom.offsetHeight + 'px';

		var logoImg = new Image();
		logoImg.src = this.logoImage.src;
		var progressFrameImg = new Image();
		progressFrameImg.src = this.progressFrame.src;

		this.logoImage.style.top = this.dom.offsetTop + (this.dom.offsetHeight * 0.5 - logoImg.height * 0.5) + 'px';
		this.logoImage.style.left = this.dom.offsetLeft + (this.dom.offsetWidth * 0.5 - logoImg.width * 0.5) + 'px';
		this.logoImage.style.width = logoImg.width+'px';
		this.logoImage.style.height = logoImg.height+'px';

		this.progressFrame.style.top = this.dom.offsetTop + (this.dom.offsetHeight * 0.5 + logoImg.height * 0.5 + 10) + 'px';
		this.progressFrame.style.left = this.dom.offsetLeft + (this.dom.offsetWidth * 0.5 - progressFrameImg.width * 0.5) + 'px';
		this.progressFrame.width = progressFrame"
github 301,"from mailchimp3.baseapi import BaseApi


class BatchWebhooks(BaseApi):
    """"""
    Manage webhooks for batch operations.
    """"""
    def __init__(self, *args, **kwargs):
        """"""
        Initialize the endpoint
        """"""
        super(BatchWebhooks, self).__init__(*args, **kwargs)
        self.endpoint = 'batch-webhooks'
        self.batch_webhook_id = None


    def create(self, data):
        """"""
        Configure a webhook that will fire whenever any batch request
        completes processing.

        :param data: The request body parameters
        :type data: :py:class:`dict`
        data = {
            ""url"": string*
        }
        """"""
        if 'url' not in data:
            raise KeyError('The batch webhook must have a valid url')
        response = self._mc_client._post(url=self._build_path(), data=data)
        if response is not None:
            self.batch_webhook_id = response['id']
        else:
            self.batch_webhook_id = None
        return response


    def all(self, get_all=False, **queryparams):
        """"""
        Get all webhooks that have been configured for batches.

        :param get_all: Should the query get all results
        :type get_all: :py:class:`bool`
        :param queryparams: The query string parameters
        queryparams['fields'] = []
        queryparams['exclude_fields'] = []
        queryparams['count'] = integer
        queryparams['offset'] = integer
        """"""
        self.batch_webhook_id = None
        if get_all:
            return self._iterate(url=self._build_path(), **queryparams)
        else:
            return self._mc_client._get(url=self._build_path(), **queryparams)


    def get(self, batch_webhook_id, **queryparams):
        """"""
        Get information about a specific batch webhook.

        :param batch_webhook_id: The unique id for the batch webhook.
        :"
github 314,"<ol>
  <li>
    <p>Some templates may require additional extensions to be installed to your organization. The demo generation process checks to see if these extensions are already installed. If the extension is already installed, a green check will be displayed in front of the extension name. If the extension is <strong>not</strong> installed, select the empty check boxes to install the extension(s) to your account. When ready, click on <strong>Create Project</strong> button.</p>

    <blockquote>
      <p>If you want to manually install the extensions,  click on the provided link for a specific extension, which takes you to the extension’s page on Azure DevOps Marketplace. From there, you can install the extension.</p>
    </blockquote>
  </li>
  <li>
    <p>Your project may take a couple of minutes for the Demo Generator to provision. When it completes, you will be provided with a link to the demo project.</p>
  </li>
</ol>

<p><img src=""_img/projectcreated.png"" alt=""Image of Azure DevOps Demo Generator project created screen"" /></p>

<ol>
  <li>Select the link to go to the new demo Azure DevOps Services project and confirm it was successfully provisioned.</li>
</ol>

<p><img src=""_img/projecthomepage.png"" alt=""Image of Azure DevOps Demo Generator provision confirmation screen"" /></p>

<blockquote>
  <p>You must provide your own information such as URLs, logins, password, and others for the configuration of demo endpoints that use Azure resources.</p>
</blockquote>

<hr />

<p>Next: <a href=""/About-Azure-DevOps-Demo-Generator/Build-your-own-template"">Building your own template</a></p>


      
    </div>
    <script src=""https://cdnjs.cloudflare.com/ajax/libs/anchor-js/4.1.0/anchor.min.js"" integrity=""sha256-lZaRhKri35AyJSypXXs4o6OPFTbTmUoltBbDCbdzegg="" crossorigin=""anonymous""></script>
    <script"
github 327,"class check_configuration_ssl_allow_invalid_cert():
    """"""
    check_configuration_ssl_allow_invalid_cert:
    Bypasses the validation checks for TLS/SSL certificates on other servers in
    the cluster and allows the use of invalid certificates. When using the 
    allowInvalidCertificates setting, MongoDB logs as a warning the use of the 
    invalid certificate.

    MongoDB versions 2.6.4 and above, check the net.ssl.weakCertificateValidation configuration option.
    """"""
    # References:
    # https://docs.mongodb.org/v2.6/reference/configuration-options/#net.ssl.allowInvalidCertificates

    TITLE    = 'Allow Invalid Certificate'
    CATEGORY = 'Configuration'
    TYPE     = 'configuration_file'
    SQL         = None # SQL not needed... because this is NoSQL.

    verbose = False
    skip    = False
    result  = {}

    db      = None

    def do_check(self, configuration_file):
        option         = None
        version_number = self.db.server_info()['version']
        
        if LooseVersion(version_number) >= LooseVersion(""2.6.4""):
            option = 'net.ssl.allowInvalidCertificates'
            value  = helper.get_yaml_config_value(configuration_file, option)

            if None == value:
                self.result['level']  = 'GREEN'
                self.result['output'] = '%s not found, not enabled.' % (option)
            elif False == value:
                self.result['level']  = 'GREEN'
                self.result['output'] = '%s is (%s) not enabled.' % (option, value)
            else:
                self.result['level']  = 'RED'
                self.result['output'] = '%s is (%s) enabled.' % (option, value)

        else:
            self.result['level']  = 'GRAY'
            self.result['output'] = 'This check does not apply to MongoDB versions below 2.6.4.'

        return self.result

    def __init__(self, parent):
        print('Performing check:"
github 340,"void EllipsePosition::setD() {
    // set (s,t) to angle corresponding to diangle
    // see: http://www.freesteel.co.uk/wpblog/2009/06/encoding-2d-angles-without-trigonometry/
    // see: http://www.anderswallin.net/2010/07/radians-vs-diamondangle/
    // return P2( (a < 2 ? 1-a : a-3),
    //           (a < 3 ? ((a > 1) ? 2-a : a) : a-4)
    double d = diangle;
    assert( !std::isnan(d) );
    while ( d > 4.0 ) // make d a diangle in [0,4]
        d -= 4.0;
    while ( d < 0.0)
        d+=4.0;
        
    assert( d >= 0.0 && d <= 4.0 ); // now we should be in [0,4]
    Point p( (d < 2 ? 1-d : d-3) ,
             (d < 3 ? ((d > 1) ? 2-d : d) : d-4) );

    // now we have a vector pointing in the right direction
    // but it is not normalized
    p.normalize();
    s = p.x;
    t = p.y;
    assert( this->isValid() );
}

// check that s and t values are OK
bool EllipsePosition::isValid() const {
    if ( isZero_tol( square(s) + square(t) - 1.0 ) )
        return true;
    else {
        std::cout << "" EllipsePosition="" << *this << ""\n"";
        std::cout << "" square(s) + square(t) - 1.0 = "" << square(s) + square(t) - 1.0 << "" !!\n"";
        return false;
    }
}

EllipsePosition& EllipsePosition::operator=(const EllipsePosition &pos)  {
    s = pos.s;
    t = pos.t;
    diangle = pos.diangle;
"
github 353,"<xmax>530</xmax>
<ymax>817</ymax>
</bndbox>
<lm>
<x1>501.929</x1>
<y1>781.946</y1>
<x2>521.661</x2>
<y2>782.326</y2>
<x3>510.656</x3>
<y3>786.5</y3>
<x4>503.446</x4>
<y4>800.161</y4>
<x5>515.589</x5>
<y5>799.402</y5>
<visible>0</visible>
<blur>0.66</blur>
</lm>
<has_lm>1</has_lm>
</object>
<object>
<name>face</name>
<pose>Unspecified</pose>
<truncated>1</truncated>
<difficult>0</difficult>
<bndbox>
<xmin>563</xmin>
<ymin>717</ymin>
<xmax>621</xmax>
<ymax>787</ymax>
</bndbox>
<lm>
<x1>566.75</x1>
<y1>738.241</y1>
<x2>589.29</x2>
<y2>740.893</y2>
<x3>571.17</x3>
<y3>752.826</y3>
<x4>574.263</x4>
<y4>766.527</y4>
<x5>588.406</x5>
<y5>766.969</y5>
<visible>0</visible>
<blur>0.66</blur>
</lm>
<has_lm>1</has_lm>
</object>
<object>
<name>face</name>
<pose>Unspecified</pose>
<truncated>1</truncated>
<difficult>0</difficult>
<bndbox>
<xmin>771</xmin>
<ymin"
github 366,"https://github.com/aymericdamien/TopDeepLearning
https://github.com/hunkim/DeepLearningZeroToAll
https://github.com/nlintz/TensorFlow-Tutorials/
https://github.com/tensorflow/tensorflow
https://github.com/BVLC/caffe
https://github.com/jcjohnson/neural-style
https://github.com/google/deepdream
https://github.com/fchollet/keras
https://github.com/Rochester-NRT/RocAlphaGo
https://github.com/karpathy/char-rnn
https://github.com/hunkim/word-rnn-tensorflow
https://github.com/karpathy/neuraltalk
https://github.com/tflearn/tflearn
https://github.com/tensorflow/playground
https://github.com/pkmital/tensorflow_tutorials
https://github.com/openai/gym
https://github.com/hunkim/DeepLearningStars
https://github.com/ujjwalkarn/Machine-Learning-Tutorials
https://github.com/ritchieng/tensorflow-aws-ami
https://github.com/nivwusquorum/tensorflow-deepq
https://github.com/sjchoi86/Tensorflow-101
https://github.com/donnemartin/data-science-ipython-notebooks
https://github.com/karpathy/convnetjs
https://github.com/taizan/PaintsChainer
https://github.com/pytorch/pytorch
https://github.com/baidu/Paddle
https://github.com/zsdonghao/tensorlayer
https://github.com/Theano/Theano
https://github.com/Microsoft/CNTK
https://github.com/torch/torch7
https://github.com/dmlc/mxnet
https://github.com/awjuliani/DeepRL-Agents
https://github.com/tiny-dnn/tiny-dnn
https://github.com/caffe2/caffe2
https://github.com/Nerv"
